tconst,directors,writers
tt0983190,nm2340976,nm2340976
tt0983193,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428"
tt0983250,nm0683900,nm0683900
tt0983946,nm0905592,"nm0905592,nm1496753,nm3273842,nm0506215"
tt0984084,nm0152082,"nm0152082,nm0390290,nm2374003"
tt0984113,"nm2590814,nm2719275",nm2590814
tt0984210,nm2397581,"nm2397581,nm1117218"
tt0985694,"nm0542450,nm0001675","nm0001675,nm0736155"
tt0986361,nm1377813,"nm0906311,nm2590440,nm2587602,nm1250331,nm0305844,nm2585155,nm0919734,nm1377813,nm4787814"
tt0988655,nm2597152,"nm2597152,nm2208876"
tt0988858,nm1987624,nm1987624
tt0989757,nm0002120,"nm1956691,nm0817023"
tt0990363,nm0382783,"nm0382783,nm0426848,nm0615559,nm1437670"
tt0990407,nm0327273,"nm0736622,nm1698571,nm0872077"
tt0991173,nm2595969,nm2595969
tt0993842,nm0942504,"nm2605946,nm1016333"
tt0993846,nm0000217,"nm1010540,nm0067789"
tt0994917,nm0280541,nm0280541
tt0995845,nm0009463,"nm4730547,nm4522325"
tt0995867,nm3274445,nm3083369
tt0995868,"nm1905310,nm3104562","nm1905310,nm3104562"
tt0996664,nm0859921,nm0859921
tt0996958,nm2286991,"nm2286991,nm2651190"
tt0996976,nm0617106,"nm3423285,nm1472007,nm4523713,nm1260957,nm2512459,nm2809430"
tt0997035,nm0354451,nm0354451
tt0997152,nm0771228,"nm0771228,nm0320342,nm0201543,nm0092063,nm0386570"
tt0997179,nm0386744,"nm0386744,nm0482089,nm0638208"
tt0999913,nm0527109,"nm0527109,nm0329051,nm0001603,nm0930684"
tt10002654,nm7509231,nm7509232
tt10003008,nm2002649,"nm2002649,nm1846132,nm2835934"
tt10003618,nm4234652,"nm5175636,nm4234652"
tt10003978,nm5802062,"nm5802062,nm0859616"
tt10004108,"nm5084422,nm2071123","nm5084422,nm3094939,nm2071123"
tt10004118,nm10539554,nm10539554
tt10004368,nm3987270,nm3987270
tt10004372,nm3316797,"nm3316797,nm9309731,nm1351527"
tt10004396,nm9757362,"nm8972853,nm9757362"
tt10004456,"nm7679077,nm3069099",\N
tt10004574,nm4204751,nm3839912
tt10004944,nm10047855,nm10047855
tt10005184,nm1490813,\N
tt10005378,nm9232888,nm9232888
tt10006006,nm0776271,"nm6912381,nm1405911"
tt10006056,nm0493948,nm0493948
tt10006122,nm1972767,nm1972767
tt10006160,nm5292549,nm5292549
tt10006270,nm0363087,"nm1735344,nm0580795"
tt10006274,nm8100359,nm1014475
tt10007268,nm10541649,nm6421688
tt10007820,nm7379431,nm7379431
tt10007978,nm7379431,"nm7379431,nm9160910"
tt10008784,nm2502502,"nm2502502,nm0563987,nm1917918"
tt10009030,"nm2616523,nm5074519","nm2616523,nm5074519,nm4733595"
tt10009098,nm10542189,\N
tt10009434,nm3659129,nm3659129
tt10009602,nm10542507,"nm10542507,nm6842062,nm5311180"
tt10009878,nm7242812,nm7242812
tt10009978,nm6103049,nm6103049
tt10010368,nm1326085,nm2421917
tt10010748,nm6286393,\N
tt10010814,nm10953724,nm9236052
tt10011102,nm4853354,"nm2215938,nm0219964"
tt10011146,nm3851266,nm4908017
tt10011226,nm1736326,"nm0598531,nm1736326,nm1976416"
tt10011228,nm1749112,"nm1749112,nm1951105,nm3289681,nm1797444"
tt10011232,"nm2693132,nm1857245","nm1857245,nm2693132"
tt10011240,nm2808962,"nm2808962,nm3373004"
tt10011244,nm5975655,nm5975655
tt10011252,nm2026261,\N
tt10011264,nm2116346,"nm2601411,nm12024879"
tt10011270,nm0387890,\N
tt10011284,nm7888527,nm7888527
tt10011296,nm0001348,nm0001348
tt10011302,"nm2782976,nm2029577",\N
tt10011312,"nm0166809,nm1975804,nm3730925,nm0393697",\N
tt10011320,nm0055953,"nm0055953,nm4750795,nm4302162"
tt10011336,nm2118553,"nm1723342,nm2118553"
tt10011342,nm2675885,\N
tt10011362,"nm3983651,nm3093581",\N
tt10011402,nm5817232,"nm2420356,nm3157040"
tt10011412,nm5036731,\N
tt10011448,"nm0258531,nm0295243",\N
tt10011480,"nm1065686,nm0181263","nm0181263,nm1065686,nm3199227,nm2620125,nm1258821"
tt10011500,"nm1823445,nm0329014",\N
tt10011508,nm3059805,\N
tt10011534,"nm1295189,nm10328984","nm3997301,nm1295189,nm10328984"
tt10011682,nm0907867,"nm10577877,nm0907867,nm0761994,nm1022415"
tt10011772,nm1621250,\N
tt10011852,nm10543931,nm10543931
tt10012964,nm0155127,\N
tt10013072,nm4126500,\N
tt10013634,nm2502689,\N
tt10014100,nm10544511,"nm10544511,nm10352994"
tt10014132,nm10544526,"nm10544527,nm10544526"
tt10014838,nm4249132,"nm5302316,nm4249132"
tt10015222,nm10545344,nm10545344
tt10015234,nm10545358,nm10545358
tt10015248,"nm7089765,nm7089764","nm7089765,nm7089764"
tt1001526,nm0569891,"nm0774786,nm2523794"
tt10015286,"nm3835964,nm5455978","nm4568291,nm5455978,nm3835964,nm8704877"
tt10015418,nm6064448,nm7293249
tt10015432,nm5954636,nm5954636
tt10015644,nm7702935,nm7702935
tt10015812,nm2934741,"nm3166964,nm1819084,nm2934741"
tt10016180,nm0359387,nm0359387
tt10016388,"nm8063353,nm5395879",nm5395879
tt10016428,nm3873337,nm3873337
tt10016436,nm5842601,\N
tt10016502,nm10546210,nm10556805
tt10016532,nm6352742,nm6352742
tt10017454,nm0052024,"nm0052024,nm10546720"
tt10017460,nm5990475,nm5990475
tt10017566,nm2653225,"nm11154696,nm2653225"
tt10017680,nm0482595,"nm3332524,nm1288953"
tt10017956,nm7110450,"nm5800064,nm7110450"
tt10018386,nm10196665,nm10196665
tt10019108,nm0832393,"nm5629819,nm0832393"
tt10019402,nm7548670,nm7548670
tt10020682,nm3261296,nm3261296
tt10021582,nm2106459,nm9024606
tt10021622,nm1359003,\N
tt10021804,nm1376717,\N
tt10022010,nm7147591,"nm7147591,nm10548313,nm10548314"
tt10022158,nm4518526,nm4518526
tt10022384,nm0994379,"nm2605642,nm10518402"
tt10022684,nm10548713,\N
tt10022870,\N,nm5037994
tt10022974,nm5577387,\N
tt10022990,"nm8490655,nm11262032",nm8490655
tt10023022,nm2099491,"nm0004778,nm2099491"
tt10023024,nm1665004,nm1665004
tt10023080,nm10549047,nm10549047
tt10023150,nm0468007,"nm0468007,nm0512071,nm0736676"
tt10023172,nm0033384,"nm0033384,nm1919741"
tt10023274,"nm0431044,nm0431049",\N
tt10023812,nm6895247,nm6895247
tt10024044,"nm4659255,nm3622953",\N
tt10024716,nm10549752,nm10549752
tt10025196,"nm6214900,nm10552410","nm6214900,nm10552410"
tt1002563,nm0637493,"nm0637492,nm0637493,nm0723351"
tt1002569,nm4060098,"nm5484096,nm4060098,nm4059811"
tt10026108,nm1633031,nm1633031
tt10026172,nm0134682,\N
tt10026686,nm1224184,\N
tt10026730,nm4712337,"nm10702717,nm4712337"
tt10027696,nm6214351,"nm10810196,nm6214351"
tt10027708,nm3495624,nm3495624
tt10028708,nm8289101,"nm8289101,nm9041452"
tt1002965,nm0860520,"nm0860520,nm0003521,nm2615300"
tt10030150,"nm3153264,nm5034304,nm8310136,nm2061884,nm3503408,nm1778060,nm6078996,nm1330023","nm1778060,nm3171623,nm2061884,nm5034304,nm6078997,nm6078996,nm1330023"
tt10032266,nm4494278,nm4494278
tt10033686,nm3732670,nm5543337
tt10033908,"nm0257011,nm6747132",nm8972186
tt10034168,nm2586010,\N
tt10034236,nm2582532,nm2582532
tt10034256,nm5006536,\N
tt10034272,nm7397952,\N
tt10035012,nm7891335,\N
tt10035478,nm4733999,nm4733999
tt10036186,nm7405876,\N
tt10036378,nm4625048,"nm5569996,nm10553957,nm5693383,nm10553958"
tt10036868,nm10554239,nm10554239
tt10037014,nm2500541,nm2500541
tt10037542,nm3492299,\N
tt10037700,nm1045718,\N
tt10037872,nm2464269,\N
tt10037934,nm10555504,nm10555504
tt10038028,nm6425087,nm6425087
tt10038128,nm10555100,nm10555100
tt10038660,nm10555253,"nm10555255,nm10555253"
tt10038734,nm7050645,nm7050645
tt10038826,nm4986624,"nm3371300,nm9291940,nm4986624"
tt10038830,nm10555425,nm10555425
tt10039014,nm9955343,nm10555485
tt10039338,nm10555656,nm10555656
tt10039344,nm2280148,nm2280148
tt10039354,nm0303973,"nm2991407,nm2992094"
tt10039468,nm1345541,nm1345541
tt10039524,nm1884759,nm1884759
tt10039584,nm9054400,nm9822726
tt10039642,"nm2514471,nm8352149,nm2290618","nm2514471,nm2290618,nm6328022"
tt10040978,nm0890060,nm0890060
tt10041438,"nm2039325,nm10556284",nm2039325
tt10041952,"nm0960312,nm2547744","nm6185546,nm0960312"
tt10042590,nm2149627,"nm1202178,nm9178812,nm9505958,nm2610456,nm9003297"
tt10043732,nm2384583,nm6419654
tt10043742,nm5050919,\N
tt10043746,nm0729764,nm0729764
tt10043770,nm8820234,\N
tt10043990,nm1513085,nm1513085
tt10044000,"nm2881110,nm3293148",\N
tt10044040,nm0791140,\N
tt10044182,nm3184434,nm7478640
tt10044220,nm10557486,"nm10796152,nm9395666,nm10796134,nm11455366,nm10557486,nm6435098"
tt10044704,nm3504356,nm3504356
tt10044934,nm10557840,"nm10569765,nm1302043"
tt10045014,nm10557900,"nm10557900,nm0664085,nm0664084"
tt10045072,nm2223858,\N
tt10045134,nm8740294,nm8740294
tt10045136,nm4963380,\N
tt10045434,nm0243659,nm1699332
tt10046208,nm3741331,nm3741331
tt10046236,nm6356309,"nm6356309,nm9470560"
tt10046522,nm4815424,nm4815424
tt10046694,nm9751877,"nm9751877,nm9461382"
tt10047356,nm10558260,"nm10558671,nm3070196"
tt10047958,nm2203853,"nm5954779,nm2203853"
tt10048128,nm0138261,nm10559168
tt10048376,nm7333368,nm7333368
tt10048556,nm0712782,"nm0005102,nm0779292"
tt10049110,nm2606340,"nm2606340,nm3044914"
tt10049238,nm2037005,\N
tt10049262,nm1431194,"nm6581410,nm11304356"
tt10049768,nm3065500,nm3065500
tt10049848,nm3163561,"nm3163561,nm0588577"
tt10050098,nm2875510,nm2875510
tt10050274,nm1777491,"nm1777491,nm10831923,nm5054168,nm0309453"
tt10050608,"nm9414273,nm8447739,nm8030735","nm8030735,nm9414273,nm8447739"
tt10050722,nm7822365,nm7843667
tt10050766,nm0720470,\N
tt10050782,nm0292735,\N
tt10050816,nm7771118,\N
tt10051088,nm1112548,"nm0445006,nm1112548"
tt10051320,nm8411910,"nm4425386,nm2219275"
tt10051586,nm1953143,"nm5315104,nm1953143"
tt10052156,nm3815946,\N
tt10052290,nm9761320,"nm11021926,nm9761320"
tt10052928,nm0757084,nm1373507
tt10053058,"nm4461980,nm3432005,nm0405783,nm0632354,nm9178723,nm1519363",\N
tt10053426,"nm8448178,nm9107519",nm8448178
tt10054316,nm1098377,"nm0084190,nm0240627,nm1098377"
tt10054544,nm7639509,"nm10561691,nm7641892,nm7639509"
tt10054604,nm6425087,"nm9344915,nm6425087"
tt10054876,nm10561853,nm10561867
tt10054940,nm0647220,nm0647220
tt10055028,"nm0774582,nm0288144","nm0774582,nm1470516"
tt10055770,nm8351963,"nm8628554,nm8351963"
tt10055774,nm8857578,nm10562628
tt10056028,"nm3508798,nm1336117",nm10562823
tt10056224,nm0001953,nm0001953
tt10056322,"nm3160391,nm10196444","nm10134824,nm10562975"
tt10056504,\N,\N
tt10056510,nm9647747,\N
tt10058396,nm3428843,nm3428843
tt10058892,nm8044121,"nm6373075,nm8044121,nm5407872"
tt10059220,nm3909467,nm3909467
tt10059236,nm0755658,nm0787526
tt10059252,nm4597102,\N
tt10059414,nm10321868,\N
tt10059440,nm3485489,nm3485489
tt10059518,nm0097517,nm0255296
tt10059624,nm0472248,"nm0472248,nm10596139,nm10596140"
tt10060094,nm0593618,nm4426398
tt10060386,nm1363725,nm1363725
tt10060772,nm0701269,nm0365293
tt10061256,nm6053080,"nm7563456,nm6053080"
tt10061452,nm0951991,\N
tt10061464,nm10562627,nm10562627
tt10062150,nm10564794,nm10564794
tt10062286,nm4170979,"nm4170979,nm10564925"
tt10062474,nm6427447,\N
tt10062614,nm1398739,"nm5961159,nm2837117,nm1398739"
tt10062650,nm0755345,"nm1900680,nm0755345"
tt10062704,nm8030735,"nm8500614,nm8030735"
tt10063028,nm2357315,\N
tt10063580,nm3705090,"nm3705090,nm3609912"
tt10063934,nm2212798,nm2212798
tt10064270,nm4399917,"nm8337234,nm7337612"
tt10064354,nm6582768,nm6582768
tt10064448,nm2102341,"nm2102341,nm0689456"
tt10064562,"nm1098022,nm1234876","nm1098022,nm1234876"
tt10064728,"nm2428010,nm8865696","nm8865696,nm2428010"
tt10064828,nm0038627,"nm0038627,nm5734999,nm8918189"
tt10064948,nm1919943,nm1919943
tt10065694,"nm4680113,nm7896794","nm4680113,nm7896794"
tt10065750,nm0888418,nm0888418
tt10065976,nm2242451,nm4764567
tt10066040,nm3952461,"nm3952461,nm0678499"
tt10066162,nm10566938,"nm10592371,nm10566938"
tt10066432,nm5262488,nm6734319
tt10066526,nm1550257,"nm1550257,nm8710342"
tt10066756,nm1744333,nm1744333
tt10068158,nm0463628,nm2417655
tt10068184,nm1210071,nm4251003
tt10068544,nm0463628,nm2417655
tt10068916,nm0463628,nm2417655
tt1006907,nm1726852,nm1726852
tt10069476,nm8315359,nm8315359
tt1007029,nm1630273,nm0604448
tt10070730,nm7835690,"nm1175724,nm7835690,nm2716655"
tt10071352,nm10568761,nm10568761
tt10071462,nm0743164,nm3305951
tt10071862,nm1747332,nm1747332
tt10072948,nm1141845,"nm0010383,nm1141845"
tt10073008,"nm10569393,nm0485895,nm2516950","nm0095631,nm2516950"
tt10073452,"nm3813028,nm3788723","nm3813028,nm3788723"
tt10073510,nm10569788,nm10569800
tt10074426,nm2881346,nm2881346
tt10074458,nm4911131,nm4911131
tt10074486,nm10570586,"nm10570586,nm10570590,nm8310740,nm10570589"
tt10074536,"nm9039987,nm0508508","nm8310740,nm0793011"
tt10074544,nm1145183,"nm10570607,nm10570609,nm1145183,nm10570608"
tt10075070,nm8508470,\N
tt10075078,nm10571066,nm10571066
tt10075374,nm8658796,\N
tt10075442,nm7398558,"nm1473499,nm1347493"
tt10075536,"nm10571309,nm10571310",nm10571309
tt10075604,"nm7570226,nm8710980",nm8710980
tt10075650,nm9816747,nm9816747
tt10075732,nm7193256,\N
tt10075788,nm7098632,\N
tt10075830,"nm7114505,nm10571490",\N
tt10075836,nm7098632,\N
tt10075944,nm2212798,nm2212798
tt10076106,nm4591136,"nm4591136,nm0766463,nm7283888"
tt10076440,"nm2062756,nm7403146","nm2062756,nm7403146"
tt10076722,nm8986705,nm8986705
tt10077034,nm1966532,"nm1332311,nm9840145,nm1213712,nm2811337,nm2450692,nm3042546,nm3223617,nm0528371,nm3223205,nm0002042"
tt10077042,nm3430436,nm10571767
tt10077090,nm10560071,nm10560071
tt10077544,nm0093081,"nm0093081,nm0526000,nm3972535"
tt10077706,nm4341114,nm4341114
tt10077998,nm5893763,nm5893763
tt10078132,nm1216840,nm1216840
tt10078290,nm0447476,nm0447476
tt10078450,nm4296737,"nm4296737,nm3858014"
tt10078502,nm4215605,nm4215605
tt10078532,nm2417393,nm2465529
tt10078664,nm4341114,nm4341114
tt10078764,nm7570226,nm8710980
tt10078894,nm0689789,\N
tt10079028,nm4341114,nm4341114
tt10079448,nm5323837,"nm2279608,nm5323837,nm6756963"
tt10079698,nm0274842,nm0274842
tt10080052,nm10572987,nm10572987
tt10080092,nm9619798,nm9619798
tt1008015,nm0162691,nm0162691
tt10080270,nm1436630,"nm3796092,nm2126101"
tt1008046,nm1435385,nm1435385
tt10080834,nm7125504,\N
tt10080924,nm7127455,"nm7127455,nm11291955"
tt10080996,nm1910832,"nm10618856,nm1910832,nm10496632,nm1618763,nm7584089,nm7867216"
tt10081104,nm7408158,nm7734800
tt10081116,nm10573564,nm6489803
tt10081172,nm7957324,nm6369175
tt10081202,nm4118640,nm4118640
tt10081210,nm2560181,"nm2560181,nm0766463"
tt10081238,nm11057019,\N
tt10081402,nm10573823,nm10573824
tt10081546,nm0995513,nm1461277
tt10081596,nm6982686,nm6982686
tt10081710,\N,\N
tt10081728,nm3727818,nm3727818
tt10081762,nm1893652,nm1893652
tt10081788,nm3803118,"nm1449733,nm3803118"
tt10082356,nm1482378,\N
tt10083048,nm0882084,"nm1194006,nm10574283,nm0882084"
tt10083986,nm7329756,nm7329756
tt10084190,nm8589213,"nm11953511,nm4024791"
tt10084394,nm10574562,\N
tt10084614,nm10244866,nm1687944
tt10084688,nm1541888,"nm10574661,nm7407118,nm1541888"
tt10084752,"nm3600790,nm7737222",\N
tt10084780,nm10574727,\N
tt10084788,nm5445751,"nm4362946,nm5445751"
tt10085296,nm6454554,nm6454554
tt10085338,nm1391169,"nm2019494,nm1391169"
tt10085648,nm3131807,nm3801893
tt10085844,nm10575412,nm10575412
tt10086502,nm3264980,nm3264980
tt10086648,nm0793997,"nm3743687,nm1887887"
tt10086692,nm8658796,\N
tt10086784,nm5101650,nm10575899
tt10086808,"nm2343662,nm5163717","nm5163717,nm2343662"
tt10086834,nm4585495,nm4585495
tt10086906,nm4046033,nm4046033
tt10086930,nm9622107,nm9622107
tt10087134,nm2051927,nm2051927
tt10087396,nm7931526,nm1819081
tt10087448,nm0449270,nm0449270
tt10087544,nm6009495,\N
tt10087628,nm4802346,\N
tt10088006,nm3807784,"nm2695896,nm5153682"
tt10089152,nm6278813,\N
tt10090744,nm4567657,nm4567657
tt10091268,nm4204751,nm3839912
tt10091380,nm3077771,"nm1389791,nm3077771"
tt10091530,nm0806492,"nm1209105,nm0178547"
tt10091696,nm1550645,nm1550645
tt10092508,nm6811106,nm6811106
tt10092736,nm0795622,nm0795622
tt10092752,nm2182866,"nm2182866,nm5747900,nm1896882"
tt10092770,nm1295189,"nm1295189,nm2849855"
tt10092776,nm0802692,\N
tt10092860,nm1507117,nm3015321
tt10093086,"nm10578933,nm0299601",nm10578933
tt10093120,nm8291698,nm9376138
tt10093594,nm0349484,\N
tt10095262,nm8900560,"nm8900560,nm8900565"
tt10095266,nm1583111,nm1583111
tt10095276,"nm1263747,nm1426110",\N
tt10095308,nm4822033,nm4822033
tt10095336,"nm2432785,nm1463439","nm1463439,nm2432785"
tt10095498,nm10579538,"nm10579538,nm10579544,nm10579545"
tt10096114,nm8976437,nm8976437
tt10096422,nm5954636,nm5954636
tt10096424,"nm0211565,nm0211564","nm1834298,nm1371376,nm1250658,nm6388415,nm0211565,nm2622274"
tt10097056,nm1871165,nm1871165
tt10097086,nm4185394,\N
tt10097346,nm7972509,"nm11970536,nm7972509"
tt10097364,nm9603891,nm9603891
tt10097458,nm2120871,nm2120871
tt10097470,nm0576606,nm0576606
tt10097484,nm2744255,"nm8767367,nm2744255,nm11877165,nm11877166,nm6844499"
tt10097530,nm0911094,nm10580470
tt10097544,nm5052713,nm5052713
tt10097752,nm5628203,\N
tt10097816,nm3533819,"nm6522724,nm9224116"
tt10097832,nm9090898,nm10580588
tt10097958,nm1664102,"nm0278862,nm1664102,nm4885128"
tt10097968,\N,\N
tt10097970,\N,\N
tt10098048,nm0834088,nm0834088
tt10098060,nm5639895,\N
tt10098288,nm3155648,\N
tt10098374,nm1195117,nm1195117
tt10098398,nm3670911,"nm3670911,nm10581039"
tt10098442,nm10073192,nm10073192
tt10098472,nm1213232,"nm1213232,nm0208302"
tt10098494,"nm10581101,nm2663329,nm10581102","nm10581101,nm2663329,nm10581102"
tt10100324,nm5263737,nm5263737
tt10100506,"nm3374048,nm3372295",nm3374048
tt10100620,\N,nm1279950
tt10100664,nm12049775,nm2955597
tt10100678,"nm5282122,nm1778801",nm1778801
tt10100842,nm10567807,nm10567807
tt10100966,nm2321778,"nm7105982,nm2866082"
tt10101054,nm10579548,nm10579548
tt10101246,nm5642554,nm9724582
tt10101342,"nm10582289,nm10582288","nm2003899,nm1160261"
tt10101666,nm6196268,\N
tt10101734,nm1892072,nm1892072
tt10101782,"nm0896139,nm10582613","nm10582613,nm10352343"
tt10101806,nm1413776,"nm0267066,nm1413776"
tt10101810,"nm0329252,nm4962765","nm4962765,nm0329252,nm5884112"
tt10101846,nm3629099,nm2107329
tt10102192,nm8862368,nm10582862
tt10102296,nm10583040,"nm10583050,nm11766233"
tt10102328,nm5862834,nm5862834
tt10102350,nm5717949,nm5337263
tt10102402,nm10700391,"nm3746903,nm10700391"
tt10102408,nm0691626,\N
tt1010248,"nm1442873,nm0250536","nm0250536,nm1442873"
tt10102490,nm8698556,nm3494278
tt1010270,nm1934223,nm1934223
tt10103028,nm6412518,nm6412518
tt10104502,nm9129354,"nm9234220,nm9129354,nm2429007"
tt10105438,nm2035480,"nm10587007,nm4658911"
tt10105850,nm10584178,"nm10987228,nm10584178"
tt10106082,nm5654268,"nm1627156,nm5374444,nm8792050,nm8567059,nm1585992,nm5654268,nm5430347"
tt10106812,nm2445807,\N
tt10106822,nm7652064,nm10584897
tt10106848,nm10584922,nm10584922
tt10107012,nm2686289,nm2686289
tt10107222,nm5111029,nm5111029
tt10107482,nm5730005,"nm3934588,nm11310215"
tt10107594,nm2080396,"nm2080396,nm1898025"
tt10107868,nm6687261,"nm6687261,nm6687260"
tt10108068,"nm8420290,nm3784756,nm2465157,nm10585329,nm0218838",\N
tt10108256,nm7821194,nm7720837
tt10108358,nm2432577,\N
tt10108544,nm0355126,nm1304328
tt10109262,\N,\N
tt10109750,nm1754495,"nm7973326,nm1754495"
tt10109752,nm9886432,\N
tt10109980,nm7208592,nm7208592
tt10110022,nm0873608,"nm1639986,nm0873608"
tt10110180,nm6382356,\N
tt10110476,nm10586174,nm0454306
tt10110614,nm3649532,"nm3649532,nm3242193"
tt10110872,nm4054920,nm4054920
tt10110912,nm1672174,nm1672174
tt10111180,"nm3235413,nm5694705",nm3235413
tt10111182,nm7384368,nm7384368
tt10111404,nm8276431,\N
tt10111440,nm5928226,\N
tt10111568,nm1025033,"nm9877022,nm1025033"
tt10111746,nm1335080,nm1335080
tt10111920,"nm0886054,nm0894893","nm0894893,nm0886054"
tt10112154,nm10587253,nm10587253
tt10112336,nm3079036,\N
tt10112464,nm0389415,"nm0389415,nm1484790,nm0776856"
tt10112466,\N,\N
tt10115316,nm1053837,nm1053837
tt10115436,\N,\N
tt10115562,nm0393394,nm0393394
tt10115638,nm0094730,"nm9920517,nm10267010"
tt10115644,nm4191487,nm4191487
tt10115840,"nm2400591,nm4879716",nm0672919
tt10116478,nm4392664,"nm4128005,nm2571727"
tt10116488,nm5515655,nm5515655
tt10117046,nm7504975,nm7504975
tt10117174,nm0699654,nm0699654
tt10117402,nm2651387,nm6431876
tt10117768,"nm1268012,nm1425885","nm1268012,nm1425885"
tt10118064,nm2366197,"nm2366197,nm10655159,nm8527461,nm7590646"
tt10118134,nm8276431,\N
tt10121022,nm7742644,nm7742644
tt10121110,nm0023481,"nm0023481,nm1329744"
tt10121372,"nm6714903,nm0914166",\N
tt10121508,nm5722027,nm5722027
tt10121762,nm7373491,nm7373491
tt10121894,nm10592206,\N
tt10122038,nm10592284,\N
tt10122042,nm10592286,\N
tt10122392,nm1597629,"nm10988867,nm2129572,nm1597629"
tt10122486,nm9259804,nm9259804
tt10122504,nm2165634,nm2165634
tt10122618,nm7867836,"nm7867836,nm10878814"
tt10122846,nm4807264,nm4807264
tt10122930,nm6434218,\N
tt10123698,nm0023517,"nm2446739,nm0023517,nm0745510"
tt10123970,nm7263882,"nm1887791,nm9868437"
tt10124442,"nm4285606,nm4285976","nm4285606,nm4285976"
tt10124714,nm0807033,\N
tt10125574,"nm2312334,nm0046366","nm0046366,nm2312334"
tt10125662,nm7249446,nm7249446
tt10125774,nm4062509,"nm4062509,nm7148745"
tt10125830,nm10593731,"nm0084872,nm10593731"
tt10125972,nm0095745,nm0095745
tt10125986,nm1963808,\N
tt10126136,nm1137907,nm1157788
tt10126434,nm2063694,nm2063694
tt10126462,nm5954636,nm5954636
tt10126628,nm0403225,nm0403225
tt10126780,nm4238738,nm1114034
tt10127228,nm1963808,\N
tt10127302,nm7445000,nm7445000
tt10127410,nm0620378,"nm0645256,nm10255350"
tt10127546,"nm0025316,nm0005222",\N
tt10127562,nm0945724,"nm0394684,nm5476638"
tt10127628,nm10594868,nm10594868
tt10127634,nm9805975,\N
tt10127684,nm0545356,nm0545356
tt10127696,nm10438141,nm10438141
tt10127708,"nm1438231,nm1027519","nm0549954,nm3590688,nm10522422,nm10594904"
tt10127760,nm2025683,"nm10958322,nm2025683"
tt10128580,"nm5208683,nm7527861",\N
tt10128920,nm3008352,nm3008352
tt10129040,nm3151947,"nm4498147,nm1450132,nm1591002,nm4247768,nm2785556,nm1524874,nm4246710"
tt10129824,nm2240132,\N
tt10130954,nm10596054,nm10596054
tt10131028,nm1277685,nm1277685
